,city,region,type_of_settlements,year,population,latitude_point,longitude_point
5282,Липляни (Коростенський район),zitomer,vilage,1640.0,269.0,50.91222222222222,28.916666666666668
5283,Клименівка,xarkiv,vilage,1640.0,57.0,49.553888888888885,36.19499999999999
5284,Бугаївка (Вовчанський район),xarkiv,vilage,1640.0,803.0,50.14416666666666,36.86611111111111
5285,Очеретянка (Черняхівська селищна громада),zitomer,vilage,1640.0,317.0,50.53666666666666,28.708055555555553
5286,Турівка (Згурівський район),kyiv,vilage,1640.0,589.0,50.514722222222225,31.977777777777778
5287,Фасова (Бучанський район),kyiv,vilage,1640.0,672.0,50.379444444444445,29.808333333333334
5288,Зарів'я,rivne,vilage,1640.0,257.0,51.24611111111111,26.709722222222222
5289,Загрунівка,poltava,vilage,1640.0,418.0,50.102222222222224,34.12916666666667
5290,Рудня (Черняхівська селищна громада),zitomer,vilage,1641.0,70.0,50.55583333333333,28.714166666666667
5291,Білокриниччя,xmelnitsk,vilage,1641.0,674.0,50.13472222222222,27.161666666666665
5292,Воля (Яворівський район),lviv,vilage,1641.0,112.0,50.12777777777778,23.410555555555554
5293,Снов'янка,chernihiv,vilage,1641.0,626.0,51.55777777777777,31.569166666666668
5294,Черляни,lviv,vilage,1641.0,568.0,49.749722222222225,23.66583333333333
5295,Охтирка,,city,1641.0,48509.0,50.31333333333333,34.89888888888889
5296,Лани (Тиврівський район),Vinitsa,vilage,1641.0,76.0,49.154444444444444,28.40111111111111
5297,Лисичники,ternopil,vilage,1641.0,647.0,48.698611111111106,25.848333333333333
5298,Табачуки,rivne,vilage,1641.0,27.0,50.19555555555555,25.40583333333333
5299,Корничі,lviv,vilage,1641.0,433.0,49.63722222222222,23.229999999999997
5300,Мозолівка (Тернопільський район),ternopil,vilage,1641.0,182.0,49.20777777777778,25.239444444444445
5301,Маркова (Чортківський район),ternopil,vilage,1642.0,504.0,49.159444444444446,25.049166666666668
5302,Велика Круча,poltava,vilage,1642.0,1886.0,50.18861111111111,32.565
5303,"Христинівка (Уманський район, село)",cherkasy,vilage,1642.0,2302.0,48.85111111111111,29.967777777777776
5304,Домаморич,ternopil,vilage,1642.0,640.0,49.55027777777777,25.423333333333336
5305,Пекарщина,zitomer,vilage,1642.0,349.0,50.51638888888889,28.58833333333333
5306,Коти (Радивилівський район),rivne,vilage,1642.0,31.0,50.19888888888889,25.439722222222223
5307,Семеринське,Volins,vilage,1642.0,193.0,50.82222222222222,24.86527777777778
5308,Жорнокльови,cherkasy,vilage,1642.0,269.0,49.968611111111116,31.93777777777778
5309,Леонівка (Вишгородський район),kyiv,vilage,1642.0,174.0,50.80972222222222,29.915277777777778
5310,Вороньки (Ніжинський район),chernihiv,vilage,1642.0,763.0,50.67944444444444,31.58111111111111
5311,Межиріч (Сумський район),sumsk,vilage,1642.0,1794.0,50.69944444444444,34.49388888888889
5312,Поплави (Скалатська міська громада),ternopil,vilage,1642.0,131.0,49.44027777777777,25.91472222222222
5313,Макартетине,lugansk,vilage,1643.0,388.0,49.57888888888889,38.92666666666666
5314,Антоновичі (Чернігівський район),chernihiv,vilage,1643.0,230.0,51.581944444444446,30.91472222222222
5315,Мокренщина,zitomer,vilage,1643.0,155.0,50.49055555555556,28.59583333333333
5316,Михайлівка (Маківська сільська громада),xmelnitsk,vilage,1643.0,366.0,48.78361111111111,26.7775
5317,Бербениці,poltava,vilage,1643.0,506.0,50.44444444444444,33.000277777777775
5318,Перекіп,xarkiv,vilage,1643.0,629.0,49.88,35.49916666666667
5319,Шманьківчики,ternopil,vilage,1643.0,917.0,48.974444444444444,25.911944444444444
5320,Несваткове,kirivigrad,vilage,1643.0,807.0,48.955555555555556,32.159166666666664
5321,Яблунівка (Фастівський район),kyiv,vilage,1643.0,432.0,50.25833333333333,29.97861111111111
5322,Усівка (Згурівський район),kyiv,vilage,1644.0,1045.0,50.5175,31.67638888888889
5323,Сілець (Добротвірська селищна громада),lviv,vilage,1644.0,581.0,50.1875,24.408055555555553
5324,Черганівка,ivan_frank,vilage,1644.0,994.0,48.300555555555555,25.150555555555552
5325,Бузівка (Уманський район),cherkasy,vilage,1644.0,2200.0,49.120555555555555,30.089166666666664
5326,Охматів,cherkasy,vilage,1644.0,805.0,49.17944444444444,30.235277777777778
5327,Комарівка (Бучанський район),kyiv,vilage,1644.0,584.0,50.50555555555555,29.51722222222222
5328,Тичок,lviv,vilage,1644.0,65.0,50.19888888888889,24.422222222222224
5329,Руда (Яворівський район),lviv,vilage,1644.0,176.0,50.11805555555556,23.411666666666665
5330,Сали,zitomer,vilage,1644.0,354.0,50.62833333333333,28.753055555555555
5331,Левченкове (Згурівський район),kyiv,vilage,1644.0,27.0,50.408055555555556,31.702777777777776
5332,Боярка (Звенигородський район),cherkasy,vilage,1644.0,664.0,49.32194444444445,30.705
5333,Долини (Сілецька сільська рада),lviv,vilage,1645.0,254.0,50.171388888888885,24.433888888888887
5334,Соболівка (Турбівська селищна громада),Vinitsa,vilage,1645.0,402.0,49.33527777777778,28.648888888888887
5335,Тартак (Червоноградський район),lviv,vilage,1645.0,81.0,50.16027777777778,24.46472222222222
5336,Литвинівка (Вишгородський район),kyiv,vilage,1645.0,1350.0,50.73166666666667,30.247222222222224
5337,Юрченкове (Чугуївський район),xarkiv,vilage,1645.0,485.0,49.827222222222225,37.085
5338,Берегове (Луцький район),Volins,vilage,1645.0,272.0,51.06638888888889,25.241666666666667
5339,Старий Айдар,lugansk,vilage,1645.0,283.0,48.72777777777778,39.15138888888889
5340,Рибне (Івано-Франківський район),ivan_frank,vilage,1645.0,330.0,48.955000000000005,24.61138888888889
5341,Раківщина,zitomer,vilage,1645.0,486.0,51.25972222222222,28.89388888888889
5342,Клочки (Білоцерківський район),kyiv,vilage,1645.0,130.0,49.733333333333334,30.26222222222222
5343,Савлуки,zitomer,vilage,1645.0,177.0,50.97805555555556,29.109444444444446
5344,Тютьків,ternopil,vilage,1645.0,557.0,49.303888888888885,25.53666666666667
5345,Потоки (Кременчуцький район),poltava,vilage,1645.0,1755.0,49.09777777777778,33.573888888888895
5346,Білопіль (Шепетівський район),xmelnitsk,vilage,1645.0,460.0,50.05222222222222,27.110833333333336
5347,Залав'я (Млинівський район),rivne,vilage,1645.0,608.0,50.66083333333333,25.515833333333333
5348,Зимогір'я,,city,1645.0,9807.0,48.583333333333336,38.93333333333333
5349,Онацьківці,xmelnitsk,vilage,1645.0,630.0,49.95138888888889,27.47833333333333
5350,Захарівка (Вовчанський район),xarkiv,vilage,1645.0,449.0,50.26305555555555,37.23527777777778
5351,Пісочна,lviv,vilage,1646.0,2650.0,49.44583333333333,23.96944444444444
5352,Ручки (Гадяцький район),poltava,vilage,1646.0,849.0,50.322500000000005,33.74388888888889
5353,Соснівка (Хмельницький район),xmelnitsk,vilage,1646.0,556.0,49.105000000000004,26.71388888888889
5354,Чагарі-Збаразькі,ternopil,vilage,1646.0,299.0,49.614444444444445,25.922222222222224
5355,Равське,lviv,vilage,1646.0,571.0,50.224722222222226,23.701666666666664
5356,Козіївка (Житомирський район),zitomer,vilage,1646.0,523.0,50.365833333333335,29.116944444444446
5357,Огульці,xarkiv,vilage,1646.0,1299.0,49.905,35.82083333333334
5358,Осівка (Житомирський район),zitomer,vilage,1646.0,62.0,50.64833333333333,28.8
5359,Федорівка (Сарненський район),rivne,vilage,1646.0,678.0,51.26694444444444,26.889722222222222
5360,Шахворостівка (Житомирський район),zitomer,vilage,1646.0,227.0,50.24611111111111,29.102777777777778
5361,В'язова (Львівський район),lviv,vilage,1646.0,688.0,50.10666666666667,24.005
5362,Тальне,,city,1646.0,13815.0,48.88611111111111,30.7025
5363,Ріпки (Богодухівський район),xarkiv,vilage,1646.0,120.0,50.058611111111105,35.77333333333333
5364,Валки (місто),,city,1646.0,9147.0,49.838055555555556,35.617222222222225
5365,Кам'яні Потоки,poltava,vilage,1646.0,3662.0,48.98444444444444,33.52194444444444
5366,Білоцерківка (Миргородський район),poltava,vilage,1646.0,699.0,49.67916666666667,33.782777777777774
5367,Черкаський Бишкин,xarkiv,vilage,1646.0,625.0,49.54833333333333,36.41638888888889
5368,Слобода (Коломийський район),ivan_frank,vilage,1646.0,1022.0,48.458333333333336,24.81722222222222
5369,Келеберда (Кременчуцький район),poltava,vilage,1646.0,451.0,48.96555555555556,33.70638888888889
5370,Зарожне,xarkiv,vilage,1647.0,731.0,49.947222222222216,36.689166666666665
5371,Шубіне,xarkiv,vilage,1647.0,77.0,49.80138888888889,36.374722222222225
5372,Шоломки,zitomer,vilage,1647.0,755.0,51.294999999999995,28.700555555555553
5373,Тернова (Чугуївський район),xarkiv,vilage,1647.0,3091.0,49.81944444444445,36.43722222222222
5374,П'ятницьке (Україна),xarkiv,vilage,1647.0,250.0,49.927499999999995,36.81083333333333
5375,Миколаїв (Львівський район),lviv,vilage,1647.0,334.0,49.75861111111111,24.33833333333333
5376,Кам'яне (Лебединський район),sumsk,vilage,1647.0,836.0,50.46277777777778,34.29361111111111
5377,Поди (Чугуївський район),xarkiv,vilage,1647.0,66.0,49.825833333333335,36.56194444444444
5378,Іванківці (Старосинявський район),xmelnitsk,vilage,1647.0,503.0,49.575,27.551111111111112
5379,Кирсанове,xarkiv,vilage,1647.0,202.0,49.80444444444444,36.39083333333333
5380,Велика Бабка,xarkiv,vilage,1647.0,700.0,49.98166666666667,36.74638888888889
5381,Чагрів,ivan_frank,vilage,1647.0,627.0,49.29611111111111,24.531666666666666
5382,Єлизаветівка (Фастівський район),kyiv,vilage,1647.0,88.0,49.95416666666667,29.947222222222223
5383,Григорівка (Хмельницький район),xmelnitsk,vilage,1647.0,1316.0,49.72555555555556,27.18
5384,Кам'яна Яруга,xarkiv,vilage,1647.0,2186.0,49.8825,36.593611111111116
5385,Нитине,zitomer,vilage,1647.0,131.0,50.88611111111111,27.741666666666667
5386,Тетлега,xarkiv,vilage,1647.0,245.0,49.93222222222222,36.718333333333334
5387,Стара Рафалівка,rivne,vilage,1647.0,1189.0,51.369166666666665,25.859166666666667
5388,Перекалля,rivne,vilage,1647.0,864.0,51.664722222222224,25.84361111111111
5389,Росівка,zitomer,vilage,1647.0,166.0,50.656666666666666,28.800555555555555
5390,Руда-Красна,rivne,vilage,1647.0,414.0,50.79111111111111,25.9875
5391,Скрипаї,xarkiv,vilage,1647.0,1287.0,49.719722222222224,36.59138888888889
5392,Красна Поляна (Зміївський район),xarkiv,vilage,1647.0,426.0,49.78666666666666,36.38777777777778
5393,Стара Покровка,xarkiv,vilage,1647.0,916.0,49.814166666666665,36.53777777777778
5394,Трояни (Самбірський район),lviv,vilage,1647.0,87.0,49.443888888888885,23.26638888888889
5395,Смільчинці,cherkasy,vilage,1647.0,601.0,49.19361111111111,30.834444444444443
5396,Руська Лозова,xarkiv,vilage,1647.0,5018.0,50.14055555555556,36.279444444444444
5397,Черешенька (Хмельницький район),xmelnitsk,vilage,1647.0,299.0,49.30361111111111,27.48888888888889
5398,Іванівка (Славутський район),xmelnitsk,vilage,1648.0,612.0,50.38305555555556,26.922777777777778
5399,Берці (село),lviv,vilage,1648.0,26.0,49.70444444444445,23.38611111111111
5400,Бузова (Києво-Святошинський район),kyiv,vilage,1648.0,1548.0,50.41638888888889,30.041666666666668
5401,Чукалівка,ivan_frank,vilage,1648.0,1407.0,48.86805555555556,24.689722222222223
5402,Качмарі (Львівський район),lviv,vilage,1648.0,127.0,50.11805555555556,23.836666666666666
5403,Новий Майдан (Хмельницький район),xmelnitsk,vilage,1648.0,98.0,49.235,27.565555555555555
5404,Раківчик,ivan_frank,vilage,1648.0,1067.0,48.593611111111116,24.949166666666667
5405,Хоцьки,kyiv,vilage,1648.0,1697.0,49.90611111111111,31.64638888888889
5406,Черевки (Миргородський район),poltava,vilage,1648.0,662.0,50.13,33.71944444444445
5407,Курінь (Ніжинський район),chernihiv,vilage,1648.0,3789.0,51.13194444444444,32.799166666666665
5408,Васильки (Миргородський район),poltava,vilage,1648.0,383.0,50.32555555555556,33.369166666666665
5409,Великі Канівці,cherkasy,vilage,1648.0,1397.0,49.599722222222226,32.35333333333333
5410,Гаї-за-Рудою,ternopil,vilage,1648.0,820.0,49.82666666666667,25.38
5411,Синява (Тернопільський район),ternopil,vilage,1648.0,976.0,49.71222222222222,25.87388888888889
5412,Малі Канівці,cherkasy,vilage,1648.0,727.0,49.630833333333335,32.334722222222226
