,city,region,type_of_settlements,year,population,latitude_point,longitude_point
10586,Рудня-Ушомирська,zitomer,vilage,1842.0,225.0,50.86694444444444,28.463055555555556
10587,Заріччя (Сновський район),chernihiv,vilage,1842.0,317.0,51.7975,31.813333333333333
10588,Матвіївка (Веселівський район),zaporiz,vilage,1842.0,915.0,47.072500000000005,35.14611111111111
10589,Березники (Ковельський район),Volins,vilage,1842.0,124.0,51.87083333333334,24.68
10590,"Зайцеве (Бахмутський район, село)",donetsk,vilage,1842.0,1162.0,48.526666666666664,38.066944444444445
10591,Медувата,cherkasy,vilage,1843.0,101.0,49.01222222222222,30.020555555555553
10592,Ландишове,xarkiv,vilage,1843.0,126.0,49.68472222222222,35.46333333333334
10593,Новгород (село),zaporiz,vilage,1843.0,260.0,47.54194444444444,36.92027777777778
10594,Нивки (Коростенська міська громада),zitomer,vilage,1843.0,131.0,50.83222222222223,28.668055555555558
10595,Коротине,cherkasy,vilage,1843.0,137.0,48.83166666666667,31.29888888888889
10596,Матроска,odesa,vilage,1843.0,2259.0,45.345,28.77583333333333
10597,Святотроїцьке,zaporiz,vilage,1843.0,317.0,47.49,36.95111111111111
10598,Троянка (Голованівський район),kirivigrad,vilage,1843.0,956.0,48.405833333333334,30.64638888888889
10599,Євгенівка (Старомлинівська громада),donetsk,vilage,1843.0,496.0,47.67111111111111,37.08638888888889
10600,Василівка (Гурівська сільська громада),kirivigrad,vilage,1843.0,745.0,48.2575,32.81305555555555
10601,Драниця,chernivtsi,vilage,1843.0,1986.0,48.23027777777778,26.530833333333334
10602,Солонці (Херсонський район),xerson,vilage,1843.0,1051.0,46.57694444444445,32.67583333333333
10603,Іванівка (Волноваська громада),donetsk,vilage,1843.0,878.0,47.57777777777778,37.3175
10604,Мар'їнка,,city,1844.0,9672.0,47.94166666666666,37.51277777777778
10605,Посухівка,cherkasy,vilage,1844.0,300.0,48.55166666666666,30.07111111111111
10606,Сільце (Ратнівський район),Volins,vilage,1844.0,608.0,51.766666666666666,24.46361111111111
10607,Жданівка (Магдалинівський район),dnipro,vilage,1844.0,1191.0,48.96666666666667,35.06333333333333
10608,Купріянівка (Вільнянський район),zaporiz,vilage,1844.0,468.0,47.87166666666667,35.47
10609,Теклинівка,Vinitsa,vilage,1844.0,145.0,49.21027777777778,29.12666666666667
10610,Кучерівка (Полтавський район),poltava,vilage,1844.0,20.0,49.74611111111111,34.28583333333333
10611,Федорівка (Херсонський район),xerson,vilage,1845.0,1222.0,46.800555555555555,32.80611111111111
10612,Переселення (село),kyiv,vilage,1845.0,1741.0,49.89,30.789444444444445
10613,Сторожівка,lugansk,vilage,1845.0,51.0,49.48972222222222,38.04861111111111
10614,Оленівка (Миколаївський район),mykolayiv,vilage,1845.0,200.0,46.93611111111111,32.30361111111111
10615,Тарасівка (Херсонський район),xerson,vilage,1845.0,2092.0,46.425555555555555,33.071111111111115
10616,Надеждівка (Болградський район),odesa,vilage,1845.0,713.0,45.79861111111111,29.43611111111111
10617,Кам'януватка (Шполянський район),cherkasy,vilage,1845.0,175.0,49.021388888888886,31.273055555555555
10618,Донська Балка,odesa,vilage,1845.0,59.0,47.09166666666667,30.94361111111111
10619,Степанівка (Березівський район),odesa,vilage,1845.0,332.0,47.141666666666666,30.95111111111111
10620,Коломійці,dnipro,vilage,1845.0,861.0,47.964444444444446,36.34666666666667
10621,Садове (Березівський район),odesa,vilage,1845.0,181.0,47.166666666666664,31.088055555555556
10622,Лигівка,xarkiv,vilage,1845.0,960.0,49.13333333333333,36.05138888888889
10623,Яхнівці,xmelnitsk,vilage,1845.0,849.0,49.62305555555555,26.325277777777778
10624,Приют (Єланецький район),mykolayiv,vilage,1845.0,121.0,47.70388888888889,32.08583333333333
10625,Стовпинка,zitomer,vilage,1845.0,674.0,51.090833333333336,27.746944444444445
10626,Фастівець,kyiv,vilage,1845.0,1024.0,50.05722222222222,30.04416666666667
10627,Збручівка,xmelnitsk,vilage,1845.0,44.0,49.65083333333333,26.270555555555553
10628,Петропавлівка (Черкаська область),cherkasy,vilage,1845.0,1093.0,49.24166666666667,31.345
10629,Левадне (Токмацький район),zaporiz,vilage,1845.0,232.0,47.17583333333333,35.57361111111111
10630,Катеринівка (Долинська міська громада),kirivigrad,vilage,1845.0,335.0,48.08166666666667,32.84388888888889
10631,Сергіївка (Новотроїцький район),xerson,vilage,1845.0,1042.0,46.30305555555555,34.16833333333333
10632,Катеринівка (Сахновщинський район),xarkiv,vilage,1845.0,1108.0,49.0175,35.87861111111111
10633,Мар'ївка (Довжанський район),lugansk,vilage,1845.0,177.0,47.96555555555556,39.411944444444444
10634,Дар'ївка (Довжанський район),lugansk,vilage,1845.0,136.0,47.98111111111111,39.42611111111111
10635,Добролюбівка,xarkiv,vilage,1845.0,139.0,49.78666666666666,37.95527777777778
10636,Бандурове (Голованівський район),kirivigrad,vilage,1845.0,1980.0,48.2275,29.860555555555557
10637,Чудин,zitomer,vilage,1846.0,346.0,50.54527777777778,29.35027777777778
10638,Правдине,xerson,vilage,1846.0,1629.0,46.738055555555555,32.20444444444445
10639,Конопелька (село),Volins,vilage,1846.0,73.0,50.918055555555554,25.435833333333335
10640,Видумка (Коростишівська міська громада),zitomer,vilage,1846.0,31.0,50.225,29.19611111111111
10641,Новоукраїнське (Ріпкинський район),chernihiv,vilage,1846.0,354.0,51.74027777777778,31.204166666666666
10642,Вільне (Кам'янець-Подільський район),xmelnitsk,vilage,1846.0,187.0,48.64805555555556,26.358611111111113
10643,Соснівка (Мелітопольський район),,Urban_Vilige,1846.0,117.0,46.93694444444444,35.484722222222224
10644,Станіславівка (Кам'янець-Подільський район),xmelnitsk,vilage,1846.0,113.0,48.63388888888889,26.736944444444447
10645,Воронівка (Звенигородський район),cherkasy,vilage,1846.0,1034.0,49.18555555555555,31.31888888888889
10646,Пробійнівка,ivan_frank,vilage,1846.0,373.0,47.973333333333336,24.825555555555557
10647,Олива (селище),,Urban_Vilige,1847.0,98.0,44.41444444444444,33.8675
10648,Листопадівка,Vinitsa,vilage,1847.0,88.0,49.75666666666667,28.41916666666667
10649,Забари (Білгород-Дністровський район),odesa,vilage,1847.0,651.0,46.30472222222222,29.752777777777776
10650,Орлівка (Ясинуватський район),donetsk,vilage,1847.0,874.0,48.1625,37.63722222222222
10651,Веселка (Полтавський район),poltava,vilage,1847.0,51.0,49.3,34.59583333333334
10652,Мальованка (Шепетівський район),xmelnitsk,vilage,1847.0,139.0,50.17944444444444,27.307222222222222
10653,Маковиці,zitomer,vilage,1847.0,387.0,50.61333333333334,27.546944444444446
10654,Жерделі,zitomer,vilage,1847.0,99.0,49.89888888888889,28.97
10655,Новожитомир,dnipro,vilage,1847.0,343.0,47.92361111111111,33.64722222222222
10656,Запілля (Велимченська сільська громада),Volins,vilage,1847.0,150.0,51.531666666666666,24.700555555555553
10657,Миронівка (Первомайський район),xarkiv,vilage,1847.0,837.0,49.27055555555555,36.12722222222222
10658,Любомирка (Новоукраїнський район),kirivigrad,vilage,1847.0,588.0,48.23111111111111,31.223333333333333
10659,Обертасів,lviv,vilage,1848.0,83.0,49.82694444444445,25.02138888888889
10660,Полянівка,zaporiz,vilage,1848.0,604.0,46.74388888888889,35.08222222222223
10661,Караяшник,lugansk,vilage,1848.0,283.0,49.37166666666667,39.22694444444445
10662,Моївка,Vinitsa,vilage,1848.0,1910.0,48.46333333333334,28.223333333333333
10663,Подолівка,xarkiv,vilage,1848.0,354.0,48.93444444444444,36.909166666666664
10664,Скулин,Volins,vilage,1848.0,943.0,51.280277777777776,24.891388888888887
10665,Богатир (Якимівський район),zaporiz,vilage,1848.0,166.0,46.62777777777778,35.282222222222224
10666,Копані (Золочівський район),lviv,vilage,1848.0,269.0,49.83833333333334,24.946944444444444
10667,Мошківка (Коростенський район),zitomer,vilage,1848.0,22.0,50.791666666666664,28.426111111111112
10668,Хатки (Тернопільський район),ternopil,vilage,1848.0,39.0,49.45722222222223,25.536944444444448
10669,Монастирок (Золочівська міська громада),lviv,vilage,1848.0,245.0,49.82277777777778,24.966944444444444
10670,Скородистик,cherkasy,vilage,1848.0,1555.0,49.538333333333334,32.31805555555556
10671,Луги (Калуський район),ivan_frank,vilage,1848.0,838.0,48.840833333333336,24.029166666666665
10672,Бессарабка (Роздільнянський район),odesa,vilage,1848.0,12.0,47.159444444444446,29.869444444444444
10673,Млинок (Коростенський район),zitomer,vilage,1848.0,129.0,51.391666666666666,27.553611111111113
10674,Вільхівці-Лази,zakarpat,vilage,1848.0,3215.0,48.12583333333333,23.6975
10675,Зоринове,odesa,vilage,1849.0,103.0,46.85194444444445,30.948333333333334
10676,Вовківське (Одеський район),odesa,vilage,1849.0,620.0,46.82555555555556,30.88111111111111
10677,Оленівка (Красноградський район),xarkiv,vilage,1849.0,80.0,49.59111111111111,35.546388888888885
10678,Шевченкове-Кут,odesa,vilage,1849.0,114.0,46.87416666666667,30.9075
10679,Ковбащина,zitomer,vilage,1849.0,410.0,50.846111111111114,28.48611111111111
10680,Новогорівка,zaporiz,vilage,1849.0,1295.0,47.37444444444444,35.54
10681,Новоазовськ,,city,1849.0,11440.0,47.11472222222223,38.080000000000005
10682,Нова Шибка,odesa,vilage,1849.0,223.0,47.37777777777778,29.700833333333332
10683,Волова (Верховинський район),ivan_frank,vilage,1849.0,230.0,48.24305555555556,24.696944444444444
10684,Кобцівка,xarkiv,vilage,1849.0,83.0,49.58694444444445,35.60638888888889
10685,Шелехове (Подільський район),odesa,vilage,1849.0,693.0,47.675,30.134444444444444
10686,Карабанове,odesa,vilage,1849.0,414.0,47.42777777777778,29.645
10687,Антонівка (Долинська міська громада),kirivigrad,vilage,1849.0,298.0,48.14888888888889,32.6275
10688,Великобоярка,odesa,vilage,1849.0,395.0,47.67194444444444,30.12666666666667
10689,Верби (Генічеський район),xerson,vilage,1849.0,730.0,46.911944444444444,34.62638888888889
10690,Новомиколаївка (Роздільнянський район),odesa,vilage,1849.0,149.0,47.39277777777778,29.677222222222223
10691,Кошарка,odesa,vilage,1849.0,136.0,47.47222222222222,29.601666666666667
10692,Оленівка (Мелітопольський район),zaporiz,vilage,1849.0,94.0,46.94555555555555,35.57277777777778
10693,Качалівка,xarkiv,vilage,1849.0,1156.0,50.022777777777776,35.212500000000006
10694,Рови,kyiv,vilage,1849.0,159.0,50.87972222222222,30.30666666666667
10695,Кримпулька,odesa,vilage,1849.0,39.0,47.45638888888889,29.645
10696,П'ятихатки (Кропивницький район),kirivigrad,vilage,1850.0,4.0,48.88194444444444,32.64527777777778
10697,Романівка (Вишгородський район),kyiv,vilage,1850.0,182.0,51.16277777777778,29.81833333333333
10698,Безпальцеве,xarkiv,vilage,1850.0,17.0,49.00611111111111,36.721944444444446
10699,Березівка (Кетрисанівська сільська громада),kirivigrad,vilage,1850.0,90.0,47.85861111111111,32.10194444444445
10700,Загір'я (Троїцький район),lugansk,vilage,1850.0,87.0,49.92194444444444,38.46472222222223
10701,Баранове (Куп'янський район),xarkiv,vilage,1850.0,66.0,49.60777777777778,37.43333333333333
10702,Кіптівка,xarkiv,vilage,1850.0,58.0,49.24305555555556,36.180277777777775
10703,Зубове,xarkiv,vilage,1850.0,33.0,48.81583333333333,36.384166666666665
10704,Богданівка (Лозівський район),xarkiv,vilage,1850.0,145.0,48.95611111111111,36.58361111111111
10705,Фасівочка,kyiv,vilage,1850.0,538.0,50.436388888888885,29.791944444444447
10706,Бударки (Вовчанський район),xarkiv,vilage,1850.0,253.0,50.39083333333333,37.42222222222222
10707,Гаївка (Тишківська сільська громада),kirivigrad,vilage,1850.0,725.0,48.57277777777778,31.03888888888889
10708,Булацелівка,xarkiv,vilage,1850.0,42.0,49.33305555555556,36.33583333333333
10709,Весела Слобода,kyiv,vilage,1850.0,178.0,50.27055555555555,29.742222222222225
10710,Зеленівка (Лозівський район),xarkiv,vilage,1850.0,15.0,49.345,36.30694444444444
10711,Дубівка (Харківський район),xarkiv,vilage,1850.0,617.0,50.275555555555556,36.209722222222226
10712,Синяк (Вишгородський район),kyiv,vilage,1850.0,967.0,50.68277777777777,30.26722222222222
10713,Костянтинівка (Красноградський район),xarkiv,vilage,1850.0,472.0,49.09916666666667,35.67333333333333
10714,Землянки (Вовчанський район),xarkiv,vilage,1850.0,338.0,50.38944444444444,37.45444444444445
10715,Залужжя (Володимир-Волинський район),Volins,vilage,1850.0,305.0,50.879444444444445,24.14361111111111
10716,Скопіївка,kirivigrad,vilage,1850.0,213.0,48.43111111111111,31.141944444444444
10717,Гоптівка,xarkiv,vilage,1850.0,999.0,50.280833333333334,36.26277777777778
10718,Іванівка (Дворічанський район),xarkiv,vilage,1850.0,82.0,49.8175,37.97
10719,Бугаївка (Харківський район),xarkiv,vilage,1850.0,1.0,50.28805555555555,36.24166666666667
10720,Андріївка (Сахновщинський район),xarkiv,vilage,1850.0,122.0,49.027499999999996,35.985
10721,Коношівка,chernihiv,vilage,1850.0,0.0,50.80583333333333,31.283611111111114
10722,Лобанівка (Харківський район),xarkiv,vilage,1850.0,191.0,50.26861111111111,36.18833333333333
10723,Шпильчина,lviv,vilage,1850.0,533.0,49.661944444444444,24.278888888888886
10724,Кухарка,chernihiv,vilage,1850.0,419.0,50.44833333333333,32.909166666666664
10725,Дмитрівка (Менський район),chernihiv,vilage,1850.0,124.0,51.492222222222225,31.860555555555557
10726,Вербиця (Кременецький район),ternopil,vilage,1850.0,2.0,50.00861111111111,25.912777777777777
10727,Вишневе (Фастовецька сільська рада),chernihiv,vilage,1850.0,39.0,51.08083333333334,32.64111111111111
10728,Токарівка Друга,xarkiv,vilage,1850.0,34.0,50.2675,36.209722222222226
10729,Токарівка (Харківський район),xarkiv,vilage,1850.0,16.0,50.281666666666666,36.235
10730,Кудрявка,odesa,vilage,1850.0,271.0,47.41305555555555,30.845
10731,Сергіївка (Сумський район),sumsk,vilage,1850.0,308.0,51.05722222222222,34.100833333333334
10732,Тарасівка (Красноградський район),xarkiv,vilage,1850.0,220.0,49.14361111111111,36.13777777777778
10733,Кудіївка,xarkiv,vilage,1850.0,22.0,50.29138888888889,36.26166666666666
10734,Папірня (Львівський район),lviv,vilage,1850.0,85.0,50.005833333333335,23.82027777777778
10735,Олексичі,lviv,vilage,1850.0,674.0,49.25194444444445,23.958333333333332
10736,Степанівка (Богодухівський район),xarkiv,vilage,1850.0,245.0,50.09722222222222,35.07222222222222
10737,Нова Ярославка,cherkasy,vilage,1850.0,82.0,48.748333333333335,31.409166666666664
10738,Смолівка (Куп'янський район),xarkiv,vilage,1850.0,66.0,49.83111111111111,37.284166666666664
10739,Веселівка (Уманський район),cherkasy,vilage,1850.0,395.0,48.79333333333333,30.075555555555557
10740,Скельки (Богодухівський район),xarkiv,vilage,1850.0,10.0,49.68472222222222,35.50555555555555
10741,Скалонівка,xarkiv,vilage,1850.0,308.0,49.184999999999995,35.19222222222222
10742,Степове (Старобільський район),,Urban_Vilige,1850.0,60.0,49.260555555555555,39.141666666666666
10743,Верхня Криниця,zaporiz,vilage,1850.0,1534.0,47.485,35.2825
10744,Оленівка (Чортківський район),ternopil,vilage,1850.0,349.0,49.29555555555555,25.975277777777777
10745,Вовче (Якимівський район),zaporiz,vilage,1850.0,13.0,46.466944444444444,35.17222222222222
10746,Лазарівка (Менський район),chernihiv,vilage,1850.0,26.0,51.49944444444444,31.84361111111111
10747,Ярушичі,lviv,vilage,1850.0,245.0,49.24194444444444,23.950555555555553
10748,Лебіддя,chernihiv,vilage,1850.0,3.0,51.84138888888889,32.34388888888889
10749,Майнівка,chernihiv,vilage,1850.0,50.0,50.655277777777776,31.47472222222222
10750,Новий Роговець,ternopil,vilage,1850.0,487.0,49.653888888888886,25.907777777777778
10751,Лимани (Вітовський район),mykolayiv,vilage,1850.0,2154.0,46.72805555555556,31.97111111111111
10752,Бейзими,xmelnitsk,vilage,1850.0,249.0,49.978611111111114,26.915
10753,Вербична,xmelnitsk,vilage,1850.0,12.0,49.07611111111112,26.510277777777777
10754,Зарічне (Покровський район),dnipro,vilage,1850.0,191.0,48.04138888888889,36.09777777777778
10755,Підгайці (Кременецький район),ternopil,vilage,1850.0,530.0,49.975,25.886388888888888
10756,Кути (Кременецький район),ternopil,vilage,1850.0,558.0,50.197222222222216,26.0575
10757,Кудлаївка (Кременецький район),ternopil,vilage,1850.0,246.0,49.98305555555556,25.8975
10758,Даньківці,xmelnitsk,vilage,1850.0,124.0,49.973888888888894,26.89527777777778
10759,Загірці (Шепетівський район),xmelnitsk,vilage,1850.0,143.0,50.141666666666666,26.296666666666667
10760,Богдано-Надеждівка,dnipro,vilage,1850.0,338.0,48.415,33.568333333333335
10761,Переходичі,rivne,vilage,1850.0,510.0,51.61944444444445,27.004444444444445
10762,Чорногорці (Менський район),chernihiv,vilage,1850.0,41.0,51.474444444444444,31.853055555555557
10763,Чорний Ріг,chernihiv,vilage,1850.0,329.0,51.939722222222215,32.638888888888886
10764,Воронівка (Вознесенський район),mykolayiv,vilage,1850.0,1394.0,47.66833333333333,31.423333333333336
10765,Хортиця (Прилуцький район),chernihiv,vilage,1850.0,47.0,50.4325,32.885
10766,Трудовик (Корюківський район),chernihiv,vilage,1850.0,85.0,51.75805555555556,32.30416666666667
10767,Скороходове (село),chernihiv,vilage,1850.0,774.0,50.86055555555556,33.11694444444444
10768,Кутки,xmelnitsk,vilage,1850.0,384.0,50.50861111111111,27.11527777777778
10769,Яхременки,xarkiv,vilage,1850.0,34.0,49.73888888888889,35.57916666666667
10770,Плуг (Ніжинський район),chernihiv,vilage,1850.0,2.0,50.695277777777775,31.513055555555557
10771,Якимівка (Лозівський район),xarkiv,vilage,1850.0,122.0,48.922777777777775,36.48166666666667
10772,Перше Травня (Ніжинський район),chernihiv,vilage,1850.0,62.0,51.06305555555555,32.63138888888889
10773,Молодіжне (Ніжинський район),chernihiv,vilage,1850.0,131.0,50.706944444444446,31.449444444444445
10774,Пушкарі (Чортківський район),ternopil,vilage,1850.0,159.0,49.15472222222222,25.493055555555557
10775,Комарів (Стрийський район),lviv,vilage,1850.0,428.0,49.27111111111111,23.949722222222224
10776,Рудаєве,xarkiv,vilage,1850.0,6.0,48.83972222222222,36.46527777777778
10777,Павлівка (Краснокутський район),,Urban_Vilige,1850.0,269.0,50.17361111111111,35.00055555555556
10778,Новоолександрівка (Лозівський район),xarkiv,vilage,1850.0,465.0,48.797777777777775,36.2
10779,Рандава,xarkiv,vilage,1850.0,26.0,49.91305555555555,34.99
10780,Настасівка (Лозівський район),xarkiv,vilage,1850.0,164.0,48.9125,36.52444444444444
10781,Білогорівка (Радивилівський район),rivne,vilage,1850.0,200.0,50.253055555555555,25.38
10782,Вірівка (Чижівська сільська громада),zitomer,vilage,1850.0,113.0,50.71027777777778,27.543055555555558
10783,Гвіздярня,zitomer,vilage,1850.0,208.0,50.16222222222222,28.06361111111111
10784,Нагірне (Зачепилівський район),xarkiv,vilage,1850.0,913.0,49.20916666666667,35.224722222222226
10785,Гуска (село),zitomer,vilage,1850.0,70.0,50.911944444444444,29.307222222222222
10786,Лучки (Краснокутський район),,Urban_Vilige,1850.0,8.0,50.14416666666666,35.16
10787,Кароліна (селище),,Urban_Vilige,1850.0,211.0,48.92861111111111,28.959166666666665
10788,Агатівка,zitomer,vilage,1850.0,155.0,49.986111111111114,28.605
10789,Михайлівка (Шевченківська селищна рада),xarkiv,vilage,1850.0,21.0,49.68861111111111,37.33583333333333
10790,Малинівка (Брусилівська селищна громада),zitomer,vilage,1850.0,31.0,50.2175,29.51972222222222
10791,Миколаївка Друга (Лозівський район),xarkiv,vilage,1850.0,376.0,48.62777777777778,36.275
10792,Відродженівське,,Urban_Vilige,1850.0,161.0,50.33222222222223,35.75472222222222
10793,Микільське (Шевченківський район),xarkiv,vilage,1850.0,30.0,49.78861111111111,37.227222222222224
10794,Микільське (Лозівський район),xarkiv,vilage,1850.0,154.0,48.736666666666665,36.32944444444445
10795,Мар'їне (Улянівська сільська рада),xarkiv,vilage,1850.0,220.0,50.266666666666666,35.38638888888889
10796,Мальцівка,xarkiv,vilage,1850.0,3.0,49.89,37.990833333333335
10797,Садки (Вишевицька сільська громада),zitomer,vilage,1850.0,65.0,50.70944444444445,29.475277777777777
10798,Садки (Романівська селищна громада),zitomer,vilage,1850.0,148.0,50.14138888888889,28.051111111111112
10799,Червонодвірка,zitomer,vilage,1850.0,3.0,50.42055555555555,27.78777777777778
10800,Багачеве,odesa,vilage,1850.0,61.0,47.1375,29.803333333333335
10801,Новоужвинівка,xarkiv,vilage,1850.0,33.0,50.028055555555554,37.64222222222222
10802,Коблеве,mykolayiv,vilage,1850.0,2385.0,46.66027777777778,31.20722222222222
10803,Семихатки (Якимівський район),zaporiz,vilage,1850.0,0.0,46.58305555555556,35.05138888888889
10804,Вихопні,lviv,vilage,1850.0,611.0,50.02916666666667,24.22722222222222
10805,Яблукове,zaporiz,vilage,1850.0,48.0,47.7275,36.325833333333335
10806,Переможне (Токмацький район),zaporiz,vilage,1850.0,228.0,47.32166666666667,35.52222222222222
10807,Паламарівка,xarkiv,vilage,1850.0,18.0,49.75472222222222,37.51166666666666
10808,Августівка (Одеський район),odesa,vilage,1850.0,1432.0,46.64,30.648333333333333
10809,Пшонянове,odesa,vilage,1850.0,177.0,46.79527777777778,31.12638888888889
10810,Стара Еметівка,odesa,vilage,1850.0,59.0,46.73583333333333,30.596666666666664
10811,Дуліби (Гощанський район),rivne,vilage,1850.0,276.0,50.545833333333334,26.738055555555558
10812,Маюничі,rivne,vilage,1850.0,127.0,51.25055555555556,25.95777777777778
10813,Зоря Труда,odesa,vilage,1850.0,252.0,46.760555555555555,30.949722222222224
10814,Олійники (Богодухівський район),xarkiv,vilage,1850.0,27.0,49.89055555555556,35.01027777777778
10815,Одрада,xarkiv,vilage,1850.0,32.0,49.89611111111111,35.01916666666666
10816,Степове (Токмацький район),zaporiz,vilage,1850.0,48.0,47.43611111111111,35.598333333333336
10817,Чарівне (Гуляйпільський район),zaporiz,vilage,1850.0,126.0,47.581944444444446,36.0375
10818,Кутузівка (Токмацький район),zaporiz,vilage,1850.0,407.0,47.22166666666667,35.6375
10819,Чорноземне (Токмацький район),zaporiz,vilage,1850.0,142.0,47.36027777777778,35.47416666666667
10820,Полтава (Куп'янський район),xarkiv,vilage,1850.0,145.0,49.56166666666666,37.220555555555556
10821,Криве (Червоноградський район),lviv,vilage,1851.0,745.0,50.23444444444444,24.654444444444444
10822,Буда-Радинська,kyiv,vilage,1851.0,139.0,51.186388888888885,29.689166666666665
10823,Буцневе,xmelnitsk,vilage,1851.0,409.0,49.223055555555554,27.443333333333335
10824,Федорівка (Поліська селищна громада),kyiv,vilage,1851.0,152.0,51.22083333333334,29.695833333333333
10825,Солоне (Новопсковський район),lugansk,vilage,1851.0,21.0,49.73638888888889,39.34666666666667
10826,Слобідка-Гуменецька,xmelnitsk,vilage,1851.0,713.0,48.73222222222223,26.596666666666664
10827,Горохівка (Лозівський район),xarkiv,vilage,1851.0,2.0,49.216944444444444,36.49888888888889
10828,Соболівка (Куп'янський район),xarkiv,vilage,1851.0,88.0,49.70611111111111,37.561388888888885
10829,Полісся (Сосницький район),chernihiv,vilage,1851.0,408.0,51.68333333333333,32.4175
10830,Максимовичі (Вишгородський район),kyiv,vilage,1851.0,733.0,51.19555555555555,29.61777777777778
10831,Москалівка (Ярмолинецький район),xmelnitsk,vilage,1851.0,626.0,49.28972222222222,26.740277777777777
10832,Переможне (селище),,Urban_Vilige,1851.0,892.0,46.68055555555555,34.791666666666664
10833,Шевченкове (Краснокутський район),xarkiv,vilage,1851.0,21.0,49.995555555555555,35.25861111111111
10834,Копані (Оріхівський район),zaporiz,vilage,1851.0,620.0,47.453611111111115,35.731388888888894
10835,Крайня Деражня,zitomer,vilage,1852.0,248.0,50.56055555555555,27.25722222222222
10836,Першотравневе (Михайлівський район),zaporiz,vilage,1852.0,76.0,47.1825,35.2975
10837,Глибока Долина (Миргородський район),poltava,vilage,1852.0,101.0,50.445277777777775,33.884166666666665
10838,Вознесенське (Красноградський район),xarkiv,vilage,1852.0,36.0,49.305,35.40694444444444
10839,Папірня (Хмельницький район),xmelnitsk,vilage,1852.0,168.0,49.124722222222225,26.60388888888889
10840,Верхня Озеряна,xarkiv,vilage,1852.0,239.0,49.83444444444444,36.001666666666665
10841,Давидівка (Якимівський район),zaporiz,vilage,1852.0,972.0,46.51694444444444,35.1325
10842,Безгинове,lugansk,vilage,1852.0,201.0,48.91888888888889,39.010555555555555
10843,Антоно-Ковач,odesa,vilage,1852.0,18.0,46.942499999999995,29.762777777777778
10844,Пищальники (село),cherkasy,vilage,1852.0,139.0,49.82833333333333,31.291944444444447
10845,Федорівка (Нікольська громада),donetsk,vilage,1852.0,458.0,47.208333333333336,37.117777777777775
10846,Молодіжне (Козятинський район),Vinitsa,vilage,1852.0,347.0,49.68472222222222,28.49416666666667
10847,Суховоля (Золочівський район),lviv,vilage,1852.0,1192.0,50.009166666666665,25.249722222222225
10848,Воля-Старицька,lviv,vilage,1852.0,280.0,49.975833333333334,23.526666666666667
10849,Писарівка (Тернопільський район),ternopil,vilage,1852.0,78.0,49.589444444444446,24.825555555555557
10850,Малі Калетинці,xmelnitsk,vilage,1853.0,258.0,50.10111111111111,26.29138888888889
10851,Дудчани,xerson,vilage,1853.0,2102.0,47.186388888888885,33.77388888888889
10852,Романів (Хмельницький район),xmelnitsk,vilage,1853.0,193.0,49.939722222222215,26.554444444444446
10853,Новогригорівка (Бериславський район),xerson,vilage,1853.0,122.0,47.24527777777778,33.59388888888889
10854,Новоєгорівка (Лозівський район),xarkiv,vilage,1853.0,22.0,49.205555555555556,36.178888888888885
10855,Новомихайлівка (Бердянський район),zaporiz,vilage,1853.0,992.0,47.31166666666666,36.05611111111111
10856,Хижинці (Житомирський район),zitomer,vilage,1853.0,375.0,50.01916666666666,27.966944444444444
10857,Вербовець (Катеринопільський район),cherkasy,vilage,1853.0,707.0,48.87972222222222,31.03638888888889
10858,Пиріжна,odesa,vilage,1853.0,1322.0,48.156666666666666,29.100833333333334
10859,Болоня,lviv,vilage,1853.0,343.0,49.39888888888889,23.859722222222224
10860,Очеретяне (Кропивницький район),kirivigrad,vilage,1853.0,27.0,48.07222222222222,32.87416666666667
10861,Красносілка (Іршанська селищна громада),zitomer,vilage,1853.0,68.0,50.75416666666667,28.636666666666667
10862,Розкішне (Токмацький район),zaporiz,vilage,1854.0,268.0,47.05361111111111,35.75111111111111
10863,Мокрі Велички,chernihiv,vilage,1854.0,218.0,51.61361111111111,30.779444444444444
10864,Малі Бучки,xarkiv,vilage,1854.0,50.0,49.005,35.53055555555555
10865,Павлівка (Ріпкинський район),chernihiv,vilage,1854.0,546.0,51.63944444444444,30.895555555555553
10866,Мала Смілянка,cherkasy,vilage,1854.0,872.0,49.1625,31.875
10867,Максимівка (Вільнянський район),zaporiz,vilage,1854.0,567.0,48.045833333333334,35.664722222222224
10868,Тараса Шевченка (Ріпкинський район),chernihiv,vilage,1854.0,337.0,51.63527777777778,30.799722222222226
10869,Духанки,chernihiv,vilage,1854.0,36.0,51.62444444444444,30.864444444444445
10870,Лозовівка,lugansk,vilage,1854.0,451.0,49.18944444444444,38.87861111111111
10871,Красносілка (Овруцька міська громада),zitomer,vilage,1854.0,392.0,51.270833333333336,28.63611111111111
10872,Тимченки (Лозівський район),xarkiv,vilage,1854.0,54.0,49.22222222222222,36.1425
10873,Мостове (Куп'янський район),xarkiv,vilage,1854.0,156.0,49.743611111111115,37.13333333333333
10874,Вертеча,chernihiv,vilage,1854.0,107.0,51.59166666666667,30.83861111111111
10875,Гаврилівка (Новоайдарський район),lugansk,vilage,1854.0,100.0,49.011944444444445,38.67111111111111
10876,Коченове,lugansk,vilage,1854.0,266.0,49.79666666666667,38.37888888888889
